Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,Notebook,8.0,2.8,10.35398720988372,0.0,0.0,106.11306214269258,Intel Core i5,,0.0,Nvidia,Others
HP,Notebook,8.0,,10.913845510249091,0.0,0.0,157.3505121487356,Intel Core i7,,256.0,Nvidia,Windows
Dell,Ultrabook,8.0,1.6,11.02220830408089,0.0,0.0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Dell,2 in 1 Convertible,16.0,1.62,11.129394827810977,1.0,0.0,165.6321180513006,Intel Core i7,0.0,512.0,Intel,Windows
Dell,Notebook,8.0,2.2,10.49374915225888,0.0,0.0,141.21199808219862,Intel Core i5,0.0,256.0,AMD,Others
Lenovo,2 in 1 Convertible,8.0,1.74,10.776844060703754,0.0,1.0,157.3505121487356,Intel Core i5,,256.0,Intel,Windows
Toshiba,Ultrabook,8.0,1.2,11.193004457928666,0.0,0.0,165.6321180513006,Intel Core i7,0.0,256.0,Intel,Windows
HP,Notebook,8.0,2.1,10.65264448747927,0.0,0.0,141.21199808219862,Intel Core i5,1000.0,,Intel,Windows
Dell,Gaming,16.0,,11.781988742399806,0.0,1.0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Acer,Notebook,8.0,2.2,10.699393467053342,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Notebook,16.0,,10.731341589592168,1.0,0.0,141.21199808219862,Intel Core i7,1000.0,0.0,AMD,Windows
Asus,Notebook,8.0,2.0,10.620651995737775,0.0,0.0,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Asus,Notebook,8.0,2.69,10.767905453702944,0.0,0.0,127.33567457123112,Intel Core i5,500.0,256.0,Nvidia,Windows
HP,Notebook,8.0,1.9,11.12154549394652,,0.0,141.21199808219862,Intel Core i7,1000.0,0.0,AMD,Windows
Asus,Notebook,4.0,2.37,9.964497380151284,0.0,,100.45466986113652,Intel Core i3,1000.0,0.0,Intel,Windows
HP,Notebook,4.0,2.1,9.77465368069266,0.0,0.0,100.45466986113652,AMD Processor,,0.0,AMD,Windows
Lenovo,Gaming,16.0,3.2,11.288114524334732,0.0,1.0,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Dell,Notebook,8.0,1.6,10.73132994821639,0.0,0.0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Acer,2 in 1 Convertible,8.0,1.6,10.510802297245792,1.0,1.0,165.6321180513006,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Notebook,16.0,2.36,10.776844060703754,0.0,0.0,141.21199808219862,Intel Core i7,0.0,,AMD,Others
Acer,Notebook,4.0,2.1,9.941707765355826,,,100.45466986113652,Intel Core i3,1000.0,0.0,Intel,Others
Asus,Notebook,,2.2,10.329931067029484,,0.0,141.21199808219862,AMD Processor,1000.0,128.0,AMD,Windows
Asus,Gaming,32.0,4.7,12.241725462844624,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,512.0,Nvidia,Windows
Acer,Gaming,8.0,2.5,10.716080385838357,0.0,,141.21199808219862,Intel Core i5,,256.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.2,10.35398720988372,0.0,0.0,100.45466986113652,Intel Core i3,0.0,128.0,Intel,Windows
Asus,Notebook,8.0,2.1,11.018720942220474,0.0,,127.33567457123112,Intel Core i7,1000.0,,Nvidia,Windows
Asus,Notebook,8.0,,10.765658261746038,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,128.0,Nvidia,Others
Dell,Gaming,8.0,2.56,,0.0,,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8.0,1.38,10.959350991490268,1.0,1.0,,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.2,10.868202667404224,0.0,0.0,141.21199808219862,Intel Core i7,2000.0,128.0,AMD,Windows
HP,Notebook,8.0,2.04,10.301710499387234,1.0,0.0,,Intel Core i5,1000.0,0.0,Intel,Windows
Asus,Gaming,16.0,3.6,11.981595204981144,0.0,0.0,127.33567457123112,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,4.0,1.49,,0.0,1.0,165.6321180513006,Intel Core i5,500.0,0.0,Intel,Windows
Apple,Ultrabook,8.0,1.37,11.596266113070396,0.0,1.0,226.98300468106115,Intel Core i5,0.0,512.0,Intel,Mac
Dell,2 in 1 Convertible,8.0,2.08,10.683645110085203,1.0,1.0,141.21199808219862,Intel Core i7,1000.0,0.0,Intel,Windows
Asus,Gaming,16.0,4.3,11.470547260182666,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Asus,Notebook,4.0,,10.126163794678414,,0.0,100.45466986113652,AMD Processor,1000.0,0.0,AMD,Windows
Lenovo,2 in 1 Convertible,8.0,1.37,11.49796125761926,1.0,,158.48253022174808,Intel Core i7,0.0,512.0,Intel,Windows
Acer,Notebook,4.0,3.0,,0.0,,127.33567457123112,Intel Core i3,0.0,256.0,Nvidia,Windows
Dell,Ultrabook,8.0,1.41,10.83096982484206,0.0,0.0,165.6321180513006,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,8.0,1.91,10.075655737865564,,0.0,100.45466986113652,AMD Processor,0.0,128.0,AMD,Windows
HP,Notebook,16.0,2.9,10.94064137183354,0.0,1.0,127.33567457123112,Intel Core i7,1000.0,0.0,Nvidia,Windows
MSI,Gaming,16.0,4.14,11.799206957067089,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,512.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8.0,2.0,11.413356147904066,1.0,1.0,141.21199808219862,Intel Core i7,,,Nvidia,Windows
Dell,Notebook,8.0,2.8,11.016097416448089,0.0,0.0,127.33567457123112,Intel Core i7,,128.0,AMD,Windows
Lenovo,Notebook,4.0,2.2,10.07138558866436,0.0,0.0,141.21199808219862,Intel Core i3,,256.0,Intel,Others
HP,Notebook,4.0,2.1,10.55758616512496,0.0,1.0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
Dell,Notebook,,2.18,10.463245044716745,0.0,0.0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Dell,Notebook,8.0,2.24,,0.0,0.0,141.21199808219862,Intel Core i5,,0.0,AMD,Windows
Dell,2 in 1 Convertible,8.0,2.67,10.658921971998408,1.0,0.0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Asus,2 in 1 Convertible,8.0,1.1,11.288114524334732,1.0,0.0,165.6321180513006,Intel Core i7,0.0,1024.0,Intel,Windows
Lenovo,Notebook,4.0,2.2,10.121890283901031,0.0,0.0,141.21199808219862,Intel Core i5,,0.0,Intel,Others
HP,Notebook,8.0,2.5,10.901156223342602,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,0.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.05,10.755482933704386,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Apple,Ultrabook,8.0,1.37,11.555699396421488,,,226.98300468106115,Intel Core i5,0.0,512.0,Intel,Mac
Asus,Gaming,16.0,3.2,11.320925866649002,0.0,0.0,127.33567457123112,AMD Processor,1000.0,256.0,AMD,Windows
Dell,Notebook,8.0,,10.57552675900535,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Others
Lenovo,2 in 1 Convertible,16.0,1.36,11.799206957067089,1.0,0.0,209.8006828649808,Intel Core i7,0.0,512.0,Intel,Windows
Toshiba,Notebook,,2.2,10.675061366393813,0.0,0.0,100.45466986113652,Intel Core i7,500.0,0.0,Nvidia,Windows
Dell,Notebook,12.0,2.3,,0.0,,100.45466986113652,Intel Core i7,1000.0,0.0,Intel,Windows
Dell,Notebook,8.0,2.8,10.977716980635757,0.0,,127.33567457123112,Intel Core i7,1000.0,128.0,AMD,Others
Acer,Notebook,,2.2,10.588945244611692,0.0,1.0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
Lenovo,Notebook,4.0,2.8,,0.0,0.0,,Intel Core i3,1000.0,0.0,Intel,Windows
Lenovo,Notebook,8.0,2.8,10.71962021254348,0.0,0.0,127.33567457123112,Intel Core i7,2000.0,,Nvidia,Others
Lenovo,Notebook,6.0,,10.73132994821639,0.0,0.0,106.11306214269258,Intel Core i7,1000.0,128.0,Nvidia,Windows
Dell,Notebook,4.0,2.25,10.034684221813931,0.0,,141.21199808219862,Intel Core i3,1000.0,0.0,AMD,Others
Lenovo,Gaming,8.0,2.5,10.695781181367428,0.0,,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,6.0,2.2,10.336863503805128,,0.0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Acer,Notebook,8.0,3.0,10.833075088777523,0.0,1.0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Acer,Notebook,12.0,2.15,10.46628456073464,1.0,,141.21199808219862,Intel Core i7,1000.0,0.0,Intel,Windows
Lenovo,Notebook,8.0,1.95,10.975895486507364,,1.0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Asus,Ultrabook,8.0,1.7,10.860047678274915,0.0,0.0,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Lenovo,Gaming,16.0,2.5,11.047982926769505,,1.0,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.2,10.466299735126338,0.0,0.0,,Intel Core i7,1000.0,0.0,Nvidia,Others
Acer,Notebook,2.0,2.19,9.268865850956626,0.0,0.0,100.45466986113652,Other Intel Processor,0.0,16.0,Intel,Others
Asus,Gaming,8.0,3.0,11.0547454208418,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,0.0,Nvidia,Windows
HP,Notebook,8.0,,10.167923515707006,0.0,0.0,106.11306214269258,Intel Core i3,1000.0,0.0,Intel,Windows
Dell,Notebook,8.0,2.0,11.487085674623,0.0,,141.21199808219862,Intel Core i7,0.0,,Nvidia,Windows
Lenovo,Notebook,8.0,2.05,10.580858947180335,0.0,0.0,141.21199808219862,Intel Core i5,,256.0,Intel,Windows
Lenovo,Gaming,8.0,3.2,,0.0,1.0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Windows
Acer,Notebook,8.0,,,0.0,,141.21199808219862,Intel Core i7,0.0,,Nvidia,Others
Dell,Workstation,16.0,3.42,,0.0,,127.33567457123112,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,6.0,2.4,10.188167121983652,0.0,0.0,141.21199808219862,AMD Processor,1000.0,0.0,AMD,Windows
Asus,Ultrabook,16.0,1.63,11.267217235406594,0.0,0.0,141.21199808219862,Intel Core i7,0.0,512.0,Nvidia,Windows
Asus,Notebook,4.0,,10.208009042782656,0.0,0.0,111.93520355955212,Intel Core i3,0.0,128.0,Intel,Windows
Asus,Gaming,,2.9,11.635675345406062,0.0,0.0,,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Notebook,6.0,2.8,10.450993742936223,0.0,0.0,106.11306214269258,Intel Core i5,1000.0,0.0,Nvidia,Windows
Lenovo,Notebook,8.0,,10.283659467741664,0.0,0.0,100.45466986113652,Intel Core i5,2000.0,0.0,Nvidia,Others
Asus,Gaming,8.0,2.5,11.118388427393754,0.0,0.0,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
Lenovo,Notebook,4.0,2.2,9.861637279518702,0.0,0.0,100.45466986113652,Other Intel Processor,1000.0,0.0,Intel,Others
HP,2 in 1 Convertible,16.0,1.28,11.563884703567355,1.0,0.0,165.6321180513006,Intel Core i7,0.0,256.0,Intel,Windows
Toshiba,Notebook,8.0,2.2,10.925417481232904,,1.0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,,2.3,10.683645110085203,0.0,0.0,141.21199808219862,Intel Core i5,1000.0,128.0,Nvidia,Windows
HP,Notebook,4.0,,,0.0,0.0,141.21199808219862,Intel Core i3,1000.0,,Intel,Windows
Lenovo,Notebook,8.0,1.1,10.882315804880689,0.0,1.0,165.6321180513006,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Ultrabook,,1.21,11.799206957067089,1.0,1.0,331.2642361026012,Intel Core i7,0.0,1000.0,Intel,Windows
MSI,Gaming,16.0,2.8,,0.0,1.0,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Acer,Notebook,8.0,2.23,10.126163794678414,0.0,0.0,141.21199808219862,AMD Processor,0.0,256.0,AMD,Windows
Asus,2 in 1 Convertible,2.0,,,1.0,0.0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Windows
Dell,Notebook,8.0,2.33,10.71371352082809,0.0,0.0,,Intel Core i5,1000.0,128.0,AMD,Windows
HP,2 in 1 Convertible,16.0,1.29,11.7789960831843,1.0,1.0,331.2642361026012,Intel Core i7,0.0,1000.0,Intel,Windows
Lenovo,Notebook,4.0,1.45,10.106570100778011,0.0,0.0,117.82653006268644,Other Intel Processor,0.0,0.0,Intel,Others
HP,Notebook,8.0,1.95,10.863113597896753,0.0,0.0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Acer,Notebook,4.0,1.4,10.159709917169616,0.0,0.0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Windows
HP,Notebook,,1.48,11.13950771057468,0.0,0.0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,2.79,10.35398720988372,0.0,0.0,106.11306214269258,Intel Core i5,1000.0,0.0,Nvidia,Windows
Asus,Notebook,8.0,2.0,,,0.0,,Intel Core i7,0.0,256.0,Intel,Windows
HP,Notebook,8.0,2.1,10.780175546294757,0.0,1.0,100.45466986113652,Intel Core i7,1000.0,0.0,Intel,Windows
Acer,Notebook,8.0,2.2,10.46628456073464,0.0,0.0,100.45466986113652,AMD Processor,0.0,256.0,AMD,Windows
Lenovo,Notebook,4.0,1.44,9.652314828500415,0.0,0.0,111.93520355955212,Other Intel Processor,0.0,0.0,Intel,Windows
Acer,Notebook,6.0,2.23,10.283659467741664,0.0,0.0,100.45466986113652,Intel Core i5,1000.0,0.0,Intel,Windows
Asus,Ultrabook,8.0,1.7,10.93201122675303,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Ultrabook,8.0,1.26,11.172247597066484,0.0,0.0,176.23257360658386,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,,2.06,11.853716362735458,1.0,0.0,282.42399616439724,Intel Core i7,0.0,1000.0,Nvidia,Windows
MSI,Gaming,8.0,2.7,11.064804181259648,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Toshiba,Notebook,,2.0,10.82462730886559,0.0,1.0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Asus,Notebook,8.0,2.0,11.171498252707703,0.0,0.0,157.3505121487356,Intel Core i7,1000.0,256.0,Intel,Windows
Lenovo,Notebook,4.0,1.85,10.082583913974387,0.0,0.0,141.21199808219862,Intel Core i3,1000.0,,Intel,Windows
Asus,Gaming,8.0,2.5,,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,8.0,1.48,11.120757161229305,0.0,0.0,157.3505121487356,Intel Core i5,,256.0,Intel,Windows
Dell,Ultrabook,8.0,1.9,10.931153634628432,0.0,1.0,141.21199808219862,Intel Core i5,1000.0,128.0,Nvidia,Windows
HP,Notebook,8.0,1.84,11.017847198171877,0.0,0.0,141.21199808219862,Intel Core i5,0.0,,Intel,Windows
Asus,Notebook,4.0,2.0,9.592295759601168,0.0,0.0,100.45466986113652,Other Intel Processor,1000.0,0.0,Intel,Others
Dell,Notebook,8.0,2.0,11.016753943443987,0.0,,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Dell,Notebook,4.0,2.2,9.591968421403331,0.0,0.0,100.45466986113652,Other Intel Processor,500.0,0.0,Intel,Others
Lenovo,Notebook,12.0,2.2,10.776844060703754,0.0,,141.21199808219862,AMD Processor,2000.0,0.0,AMD,Windows
HP,Notebook,,2.1,10.54924119319278,0.0,1.0,141.21199808219862,Intel Core i3,,0.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16.0,1.4,11.624777346052769,1.0,1.0,,Intel Core i7,0.0,512.0,Intel,Windows
Dell,Ultrabook,8.0,1.2,11.340108040487776,0.0,0.0,165.6321180513006,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Gaming,16.0,2.4,11.004648590381796,0.0,1.0,141.21199808219862,Intel Core i7,2000.0,256.0,Nvidia,Windows
HP,Notebook,2.0,1.44,9.6067728080535,0.0,0.0,,Other Intel Processor,0.0,0.0,Intel,Windows
Dell,Ultrabook,16.0,1.88,,0.0,0.0,141.21199808219862,Intel Core i7,0.0,768.0,Intel,Windows
Asus,2 in 1 Convertible,4.0,1.5,9.902487052202543,1.0,0.0,135.0942111925629,Other Intel Processor,,0.0,Intel,Windows
Dell,Ultrabook,8.0,1.9,10.472336016417996,0.0,0.0,141.21199808219862,Intel Core i5,1000.0,0.0,AMD,Windows
Dell,Notebook,,2.06,11.590080353983309,,0.0,282.42399616439724,Intel Core i7,0.0,512.0,Nvidia,Windows
HP,Notebook,8.0,1.84,11.148752768718731,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
MSI,Gaming,8.0,2.7,11.226196538130814,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,128.0,Nvidia,Windows
HP,Workstation,8.0,2.6,11.436206670969892,0.0,0.0,,Intel Core i7,0.0,256.0,Nvidia,Windows
Toshiba,Notebook,16.0,2.4,11.221929106334594,0.0,1.0,141.21199808219862,Intel Core i7,0.0,512.0,Nvidia,Windows
Dell,Notebook,8.0,2.02,,0.0,0.0,,Intel Core i7,2000.0,128.0,AMD,Windows
Lenovo,Notebook,4.0,,9.750081515393676,0.0,0.0,100.45466986113652,Other Intel Processor,,0.0,Intel,Others
Dell,Gaming,8.0,,10.882315804880689,0.0,0.0,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
Dell,Notebook,,2.36,10.298790318518323,1.0,0.0,100.45466986113652,Intel Core i5,2000.0,0.0,Intel,Windows
Dell,Notebook,8.0,1.36,11.23889064370897,0.0,0.0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,4.0,1.86,10.060060439307303,0.0,0.0,100.45466986113652,Intel Core i3,500.0,0.0,Intel,Windows
Asus,Notebook,8.0,2.0,,0.0,0.0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Notebook,6.0,2.8,10.55342238395318,0.0,0.0,106.11306214269258,Intel Core i5,1000.0,128.0,Nvidia,Windows
HP,Notebook,,1.86,10.435465480609668,0.0,0.0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Lenovo,Notebook,8.0,2.2,10.188167121983652,0.0,0.0,,Intel Core i3,0.0,256.0,Nvidia,Others
HP,Notebook,8.0,2.04,9.93914036985058,,0.0,100.45466986113652,Other Intel Processor,2000.0,0.0,Intel,Windows
Dell,Notebook,8.0,2.8,10.964896292206694,0.0,0.0,127.33567457123112,Intel Core i5,1000.0,128.0,AMD,Windows
Lenovo,Gaming,8.0,2.4,10.671359943290623,0.0,1.0,141.21199808219862,Intel Core i5,1000.0,128.0,Nvidia,Others
Dell,Notebook,,2.33,10.776844060703754,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Windows
HP,Ultrabook,8.0,1.36,11.442932093149691,0.0,1.0,,Intel Core i7,0.0,256.0,Intel,Windows
Asus,2 in 1 Convertible,12.0,,10.977716980635757,1.0,0.0,141.21199808219862,Intel Core i7,2000.0,512.0,Nvidia,Windows
Acer,Notebook,4.0,2.1,,0.0,0.0,100.45466986113652,AMD Processor,0.0,128.0,AMD,Windows
Asus,Gaming,16.0,3.25,11.671319016786894,0.0,1.0,127.33567457123112,AMD Processor,1000.0,256.0,AMD,Windows
Lenovo,Notebook,4.0,2.6,10.167923515707006,0.0,0.0,106.11306214269258,AMD Processor,0.0,128.0,AMD,Windows
Dell,2 in 1 Convertible,8.0,1.62,10.742915658911176,1.0,0.0,,Intel Core i7,0.0,256.0,Intel,Windows
HP,Notebook,4.0,1.91,10.167903065600154,0.0,0.0,141.21199808219862,AMD Processor,0.0,256.0,AMD,Windows
Lenovo,Netbook,4.0,1.59,10.290919027754468,0.0,,135.0942111925629,Other Intel Processor,,128.0,Intel,Windows
Dell,Notebook,4.0,1.8,9.70890230312988,0.0,0.0,100.45466986113652,Other Intel Processor,500.0,0.0,Intel,Windows
Asus,Notebook,4.0,1.5,9.631552837051986,0.0,0.0,111.93520355955212,Other Intel Processor,0.0,0.0,Intel,Windows
Acer,Notebook,8.0,2.4,10.716080385838357,0.0,0.0,,Intel Core i7,1000.0,0.0,Nvidia,Others
HP,Gaming,8.0,3.35,11.058109595587434,,1.0,127.33567457123112,Intel Core i7,1000.0,128.0,Nvidia,Windows
Lenovo,Notebook,4.0,1.85,9.975737513942136,0.0,0.0,141.21199808219862,Intel Core i3,0.0,128.0,Intel,Others
Asus,Gaming,8.0,2.3,11.387117314043296,0.0,1.0,141.21199808219862,Intel Core i7,,128.0,Nvidia,Windows
Lenovo,Notebook,8.0,1.5,10.977716980635757,0.0,1.0,157.3505121487356,Intel Core i5,0.0,256.0,Nvidia,Windows
Asus,Ultrabook,16.0,1.1,11.44230332408728,1.0,0.0,165.6321180513006,Intel Core i7,0.0,512.0,Intel,Windows
Lenovo,Ultrabook,8.0,1.13,11.708368556654154,0.0,1.0,209.8006828649808,Intel Core i7,0.0,512.0,Intel,Windows
Lenovo,Notebook,4.0,1.5,10.283659467741664,0.0,1.0,165.6321180513006,Intel Core i3,0.0,128.0,Intel,Windows
Dell,Workstation,8.0,2.23,11.197396851520583,0.0,0.0,141.21199808219862,Intel Core i5,500.0,0.0,AMD,Windows
Dell,Workstation,8.0,2.0,11.64178295189486,0.0,1.0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16.0,1.42,11.803200572598556,1.0,0.0,209.8006828649808,Intel Core i7,0.0,512.0,Intel,Windows
Asus,Gaming,8.0,3.0,10.921575017331362,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,0.0,Nvidia,Windows
Asus,Gaming,16.0,3.0,11.34767905456992,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Acer,Notebook,12.0,2.2,10.518018577413224,0.0,1.0,100.45466986113652,Intel Core i5,1000.0,0.0,Nvidia,Windows
MSI,Gaming,8.0,2.7,11.18267988243989,0.0,0.0,127.33567457123112,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Notebook,,2.33,10.633405177560588,0.0,0.0,141.21199808219862,Intel Core i7,0.0,,AMD,Others
HP,Ultrabook,4.0,1.91,10.188167121983652,0.0,0.0,141.21199808219862,AMD Processor,,256.0,AMD,Windows
Lenovo,Notebook,8.0,2.1,11.08997268702302,,,,Intel Core i7,0.0,256.0,AMD,Windows
Lenovo,Notebook,8.0,1.9,10.81931097523836,0.0,1.0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Workstation,8.0,1.78,11.88100267529242,,0.0,282.42399616439724,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Ultrabook,16.0,1.13,11.84839720125786,0.0,1.0,209.8006828649808,Intel Core i7,0.0,1000.0,Intel,Windows
Lenovo,Notebook,4.0,2.2,9.699146128184514,,0.0,100.45466986113652,Other Intel Processor,1000.0,0.0,Intel,Windows
Asus,Gaming,16.0,2.9,,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.1,11.018284165624754,0.0,1.0,141.21199808219862,Intel Core i5,1000.0,256.0,AMD,Windows
Acer,Notebook,8.0,2.5,10.754345923917311,0.0,0.0,141.21199808219862,Intel Core i7,0.0,,Nvidia,Others
MSI,Gaming,16.0,2.8,11.69380197819145,0.0,0.0,,Intel Core i7,1000.0,256.0,Nvidia,Windows
Asus,Ultrabook,8.0,1.1,11.510857728676225,0.0,,157.3505121487356,Intel Core i7,0.0,512.0,Intel,Windows
Toshiba,Ultrabook,,1.2,,,0.0,165.6321180513006,Intel Core i7,0.0,512.0,Intel,Windows
Dell,Ultrabook,8.0,1.36,11.402110098629436,0.0,0.0,157.3505121487356,Intel Core i7,0.0,512.0,Intel,Windows
Lenovo,Notebook,4.0,,9.989276182274937,0.0,0.0,141.21199808219862,Intel Core i3,,0.0,Intel,Windows
Lenovo,Notebook,,1.15,9.694067896286716,0.0,0.0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Windows
Lenovo,Workstation,8.0,2.67,11.53824227295402,0.0,0.0,141.21199808219862,Intel Core i7,0.0,512.0,Nvidia,Windows
Lenovo,Ultrabook,8.0,1.7,11.547549475609571,0.0,1.0,209.8006828649808,Intel Core i7,0.0,512.0,Nvidia,Windows
HP,Notebook,4.0,2.1,10.126163794678414,0.0,0.0,141.21199808219862,Intel Core i3,1000.0,0.0,AMD,Windows
Acer,2 in 1 Convertible,,1.6,,1.0,1.0,165.6321180513006,Intel Core i7,0.0,256.0,Intel,Windows
Asus,2 in 1 Convertible,8.0,1.27,10.808592759018332,1.0,1.0,165.6321180513006,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Notebook,,2.3,10.37065566550255,0.0,0.0,141.21199808219862,Intel Core i5,,256.0,AMD,Others
Dell,Notebook,4.0,1.65,10.510802297245792,0.0,0.0,117.82653006268644,Intel Core i3,0.0,128.0,Intel,Windows
HP,Ultrabook,8.0,1.43,11.288781413322436,0.0,0.0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.14,10.267037568910904,0.0,0.0,100.45466986113652,Intel Core i5,1000.0,0.0,Intel,Windows
Lenovo,Ultrabook,8.0,1.75,11.078373090310093,0.0,1.0,157.3505121487356,Intel Core i7,0.0,256.0,AMD,Windows
Lenovo,2 in 1 Convertible,16.0,,11.52464373704442,1.0,1.0,282.42399616439724,Intel Core i7,0.0,512.0,Nvidia,Windows
Chuwi,Notebook,6.0,1.4,,0.0,1.0,267.3384360344031,Other Intel Processor,0.0,0.0,Intel,Windows
HP,Notebook,8.0,2.31,11.23889064370897,0.0,0.0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Asus,Notebook,8.0,2.3,10.367478139624737,0.0,0.0,141.21199808219862,Intel Core i3,1000.0,0.0,Nvidia,Others
Dell,Gaming,16.0,4.42,11.912578515747589,0.0,1.0,,Intel Core i7,1000.0,256.0,Nvidia,Windows
Dell,Gaming,8.0,2.62,11.030873869571886,0.0,1.0,141.21199808219862,Intel Core i7,1000.0,128.0,Nvidia,Windows
Dell,Notebook,8.0,2.02,11.016447617817454,0.0,0.0,141.21199808219862,Intel Core i7,2000.0,256.0,AMD,Windows
Dell,Ultrabook,8.0,1.6,10.977716980635757,0.0,0.0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Others
HP,Gaming,12.0,3.35,,0.0,0.0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Mediacom,2 in 1 Convertible,,1.16,9.67600459962282,1.0,,189.90579052433608,Other Intel Processor,0.0,32.0,Intel,Windows
Samsung,Netbook,4.0,1.15,9.570272405833974,0.0,0.0,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Others
Lenovo,Notebook,8.0,1.4,10.89326663606744,,,,Intel Core i7,0.0,256.0,Intel,Windows
